,invoice_id,quantity,total_price,profit,category,rating,payment_method,DateTime
1497,1498,3,249.0,119.52,Fashion accessories,8.0,Ewallet,2022-07-30 17:20:00
1498,1499,3,210.0,69.3,Home and lifestyle,5.0,Ewallet,2021-11-06 12:31:00
1499,1500,2,138.0,66.24,Fashion accessories,7.0,Ewallet,2021-06-30 14:01:00
1500,1501,3,75.0,36.0,Home and lifestyle,7.0,Ewallet,2022-09-11 14:32:00
1501,1502,2,30.0,17.1,Fashion accessories,6.0,Ewallet,2023-11-05 16:07:00
1502,1503,3,129.0,42.57,Home and lifestyle,4.0,Ewallet,2022-09-11 06:01:00
1503,1504,1,52.0,24.96,Fashion accessories,9.0,Ewallet,2020-09-12 22:06:00
1504,1505,3,183.0,87.84,Home and lifestyle,8.0,Ewallet,2021-07-04 17:07:00
1505,1506,1,15.0,4.95,Fashion accessories,6.0,Ewallet,2020-06-17 08:00:00
1506,1507,3,102.0,33.66,Home and lifestyle,5.0,Ewallet,2021-11-03 07:03:00
1507,1508,2,128.0,61.44,Fashion accessories,7.0,Ewallet,2021-06-19 20:49:00
1508,1509,1,27.0,8.91,Home and lifestyle,5.0,Ewallet,2023-05-13 07:45:00
1509,1510,1,57.0,27.36,Fashion accessories,8.0,Ewallet,2020-06-09 06:31:00
1510,1511,1,67.0,22.11,Home and lifestyle,9.0,Ewallet,2020-12-11 12:58:00
1511,1512,3,102.0,48.96,Fashion accessories,9.0,Ewallet,2023-10-22 23:00:00
1512,1513,1,52.0,18.72,Home and lifestyle,5.0,Ewallet,2022-03-07 08:06:00
1513,1514,2,34.0,16.32,Fashion accessories,4.0,Ewallet,2022-07-08 15:55:00
1514,1515,1,71.0,34.08,Home and lifestyle,4.0,Ewallet,2022-05-22 22:22:00
1515,1516,2,38.0,12.54,Fashion accessories,8.0,Ewallet,2021-02-15 13:22:00
1516,1517,3,123.0,59.04,Home and lifestyle,5.0,Ewallet,2022-04-17 20:41:00
1517,1518,1,49.0,23.52,Fashion accessories,5.0,Ewallet,2020-10-13 13:46:00
1518,1519,1,61.0,29.28,Home and lifestyle,8.0,Ewallet,2023-12-20 20:19:00
1519,1520,1,32.0,15.36,Fashion accessories,9.0,Ewallet,2020-10-06 17:29:00
1520,1521,3,78.0,25.74,Home and lifestyle,7.0,Ewallet,2022-10-26 11:40:00
1521,1522,2,40.0,13.2,Fashion accessories,8.0,Ewallet,2023-06-06 21:24:00
1522,1523,1,43.0,20.64,Home and lifestyle,9.0,Ewallet,2021-12-25 16:17:00
1523,1524,1,51.0,24.48,Fashion accessories,6.0,Ewallet,2020-10-29 16:15:00
1524,1525,1,19.0,6.27,Home and lifestyle,4.0,Ewallet,2023-03-12 09:04:00
1525,1526,1,85.0,40.8,Fashion accessories,5.0,Ewallet,2023-12-12 10:34:00
1526,1527,3,222.0,73.26,Home and lifestyle,9.0,Ewallet,2021-05-18 15:53:00
1527,1528,3,204.0,97.92,Fashion accessories,6.0,Ewallet,2022-04-26 16:18:00
1528,1529,3,240.0,79.2,Home and lifestyle,9.0,Ewallet,2021-08-14 15:40:00
1529,1530,1,67.0,22.11,Fashion accessories,5.0,Ewallet,2023-07-15 21:31:00
1530,1531,2,84.0,27.72,Home and lifestyle,9.0,Ewallet,2022-06-02 16:48:00
1531,1532,2,32.0,10.56,Fashion accessories,5.0,Ewallet,2022-04-28 07:17:00
1532,1533,2,66.0,11.88,Home and lifestyle,7.0,Ewallet,2021-08-23 22:15:00
1533,1534,3,114.0,37.62,Fashion accessories,4.0,Ewallet,2020-09-19 14:24:00
1534,1535,2,72.0,23.76,Home and lifestyle,5.0,Ewallet,2022-12-28 07:04:00
1535,1536,1,50.0,16.5,Fashion accessories,8.0,Ewallet,2021-11-07 22:16:00
1536,1537,1,39.0,7.02,Home and lifestyle,6.0,Ewallet,2023-03-22 11:10:00
1537,1538,3,81.0,26.73,Fashion accessories,9.0,Ewallet,2022-11-23 21:57:00
1538,1539,1,51.0,16.83,Home and lifestyle,8.0,Ewallet,2021-01-16 10:12:00
1539,1540,1,78.0,37.44,Fashion accessories,7.0,Ewallet,2021-12-15 11:45:00
1540,1541,3,159.0,76.32,Home and lifestyle,7.0,Ewallet,2021-02-18 21:55:00
1541,1542,2,44.0,21.12,Fashion accessories,7.0,Ewallet,2021-10-23 13:38:00
1542,1543,2,168.0,55.44,Home and lifestyle,4.0,Ewallet,2020-10-07 14:49:00
1543,1544,2,80.0,45.6,Fashion accessories,8.0,Ewallet,2021-11-30 16:06:00
1544,1545,3,126.0,60.48,Home and lifestyle,9.0,Ewallet,2021-07-06 11:00:00
1545,1546,1,38.0,18.24,Fashion accessories,4.0,Ewallet,2022-08-27 15:41:00
1546,1547,3,150.0,72.0,Home and lifestyle,9.0,Ewallet,2020-10-22 17:56:00
1547,1548,2,110.0,52.8,Fashion accessories,4.0,Ewallet,2022-01-19 11:22:00
1548,1549,1,48.0,15.84,Home and lifestyle,4.0,Ewallet,2020-08-03 14:30:00
1549,1550,3,186.0,89.28,Fashion accessories,4.0,Ewallet,2022-08-13 14:02:00
1550,1551,1,73.0,35.04,Home and lifestyle,6.0,Ewallet,2021-05-19 16:12:00
1551,1552,2,84.0,40.32,Fashion accessories,9.0,Ewallet,2021-07-16 14:13:00
1552,1553,1,84.0,27.72,Home and lifestyle,8.0,Ewallet,2023-12-06 21:21:00
1553,1554,1,19.0,9.12,Fashion accessories,7.0,Ewallet,2023-09-12 19:54:00
1554,1555,2,52.0,24.96,Home and lifestyle,4.0,Ewallet,2023-11-07 06:56:00
1555,1556,3,99.0,47.52,Fashion accessories,6.0,Ewallet,2020-01-25 07:21:00
1556,1557,1,23.0,11.04,Home and lifestyle,4.0,Ewallet,2023-07-09 18:53:00
1557,1558,3,243.0,80.19,Fashion accessories,5.0,Cash,2022-12-27 21:46:00
1558,1559,2,156.0,51.48,Home and lifestyle,9.0,Ewallet,2020-02-17 18:54:00
1559,1560,3,126.0,60.48,Fashion accessories,7.0,Ewallet,2021-12-20 13:54:00
1560,1561,2,54.0,17.82,Home and lifestyle,6.0,Cash,2020-06-24 09:26:00
1561,1562,3,159.0,52.47,Fashion accessories,6.0,Ewallet,2022-03-22 18:19:00
1562,1563,2,46.0,15.18,Home and lifestyle,4.0,Ewallet,2021-01-16 19:04:00
1563,1564,1,81.0,38.88,Fashion accessories,7.0,Ewallet,2020-08-27 07:08:00
1564,1565,3,141.0,67.68,Home and lifestyle,8.0,Ewallet,2021-08-09 17:46:00
1565,1566,2,152.0,72.96,Fashion accessories,9.0,Ewallet,2023-09-11 12:23:00
1566,1567,1,25.0,8.25,Home and lifestyle,4.0,Ewallet,2020-01-30 14:48:00
1567,1568,2,134.0,64.32,Fashion accessories,4.0,Ewallet,2023-05-16 17:59:00
1568,1569,1,25.0,14.25,Home and lifestyle,9.0,Ewallet,2021-06-28 13:17:00
1569,1570,1,66.0,31.68,Fashion accessories,8.0,Ewallet,2022-12-01 06:12:00
1570,1571,3,45.0,21.6,Home and lifestyle,6.0,Ewallet,2022-01-29 20:09:00
1571,1572,1,36.0,11.88,Fashion accessories,5.0,Ewallet,2021-04-06 16:34:00
1572,1573,1,69.0,33.12,Home and lifestyle,6.0,Ewallet,2020-07-23 10:51:00
1573,1574,2,100.0,48.0,Fashion accessories,5.0,Ewallet,2021-03-25 21:22:00
1574,1575,2,148.0,71.04,Home and lifestyle,7.0,Ewallet,2022-02-12 09:10:00
1575,1576,2,150.0,49.5,Fashion accessories,5.0,Ewallet,2020-10-02 20:08:00
1576,1577,1,24.0,7.92,Home and lifestyle,5.0,Ewallet,2023-07-13 10:46:00
1577,1578,3,222.0,106.56,Fashion accessories,4.0,Ewallet,2023-02-23 07:49:00
1578,1579,2,128.0,61.44,Home and lifestyle,9.0,Ewallet,2022-08-17 16:01:00
1579,1580,1,46.0,22.08,Fashion accessories,4.0,Ewallet,2020-04-28 13:31:00
1580,1581,1,73.0,35.04,Home and lifestyle,9.0,Ewallet,2022-10-22 19:36:00
1581,1582,3,147.0,70.56,Fashion accessories,7.0,Ewallet,2020-04-29 08:14:00
1582,1583,2,138.0,66.24,Home and lifestyle,6.0,Ewallet,2020-12-09 09:01:00
1583,1584,3,108.0,51.84,Fashion accessories,8.0,Ewallet,2021-02-18 19:25:00
1584,1585,2,84.0,27.72,Home and lifestyle,7.0,Ewallet,2020-10-11 20:43:00
1585,1586,3,231.0,110.88,Fashion accessories,8.0,Ewallet,2020-10-08 07:08:00
1586,1587,1,38.0,12.54,Home and lifestyle,7.0,Ewallet,2023-06-18 18:27:00
1587,1588,1,61.0,29.28,Fashion accessories,7.0,Ewallet,2023-01-05 17:07:00
1588,1589,2,70.0,33.6,Home and lifestyle,8.0,Ewallet,2022-06-25 22:05:00
1589,1590,3,135.0,64.8,Fashion accessories,5.0,Ewallet,2020-10-12 15:27:00
1590,1591,2,124.0,59.52,Home and lifestyle,7.0,Ewallet,2020-10-11 12:06:00
1591,1592,3,117.0,66.69,Fashion accessories,7.0,Ewallet,2020-04-04 15:48:00
1592,1593,2,120.0,57.6,Home and lifestyle,4.0,Ewallet,2021-02-13 15:49:00
1593,1594,3,234.0,77.22,Fashion accessories,9.0,Cash,2021-05-26 22:35:00
1594,1595,1,68.0,38.76,Home and lifestyle,6.0,Ewallet,2022-04-12 22:07:00
1595,1596,3,243.0,116.64,Fashion accessories,6.0,Ewallet,2020-11-14 08:53:00
1596,1597,1,52.0,17.16,Home and lifestyle,4.0,Ewallet,2020-01-14 07:48:00
1597,1598,3,45.0,14.85,Fashion accessories,7.0,Ewallet,2022-05-29 18:53:00
1598,1599,2,160.0,76.8,Home and lifestyle,9.0,Ewallet,2023-10-14 21:45:00
1599,1600,1,82.0,27.06,Fashion accessories,9.0,Ewallet,2021-08-31 14:48:00
1600,1601,2,100.0,48.0,Home and lifestyle,6.0,Ewallet,2021-12-26 07:21:00
1601,1602,1,48.0,10.08,Fashion accessories,8.0,Ewallet,2021-03-18 06:34:00
1602,1603,2,86.0,41.28,Home and lifestyle,8.0,Ewallet,2022-07-15 22:21:00
1603,1604,1,48.0,15.84,Fashion accessories,7.0,Ewallet,2020-01-09 19:06:00
1604,1605,1,34.0,16.32,Home and lifestyle,5.0,Ewallet,2021-07-26 22:47:00
1605,1606,3,138.0,66.24,Fashion accessories,5.0,Ewallet,2021-12-17 22:51:00
1606,1607,3,249.0,119.52,Home and lifestyle,8.0,Ewallet,2021-06-03 11:03:00
1607,1608,3,135.0,44.55,Fashion accessories,8.0,Ewallet,2023-07-07 06:42:00
1608,1609,3,87.0,28.71,Home and lifestyle,6.0,Ewallet,2020-11-20 17:00:00
1609,1610,3,249.0,119.52,Fashion accessories,5.0,Ewallet,2020-02-10 13:55:00
1610,1611,3,165.0,54.45,Home and lifestyle,7.0,Ewallet,2023-12-05 15:44:00
1611,1612,3,126.0,26.46,Fashion accessories,6.0,Ewallet,2020-10-13 17:23:00
1612,1613,1,52.0,24.96,Home and lifestyle,6.0,Ewallet,2020-07-22 20:15:00
1613,1614,3,156.0,74.88,Fashion accessories,9.0,Ewallet,2020-03-21 08:45:00
1614,1615,3,51.0,24.48,Home and lifestyle,4.0,Ewallet,2023-08-05 15:17:00
1615,1616,1,55.0,18.15,Fashion accessories,8.0,Ewallet,2023-04-20 19:48:00
1616,1617,1,52.0,24.96,Home and lifestyle,7.0,Ewallet,2022-02-14 17:08:00
1617,1618,3,216.0,71.28,Fashion accessories,8.0,Ewallet,2023-06-26 22:53:00
1618,1619,1,43.0,20.64,Home and lifestyle,4.0,Ewallet,2021-06-01 11:30:00
1619,1620,1,29.0,13.92,Fashion accessories,7.0,Ewallet,2023-05-28 15:12:00
1620,1621,2,148.0,48.84,Home and lifestyle,9.0,Ewallet,2021-12-18 15:07:00
1621,1622,1,85.0,40.8,Fashion accessories,8.0,Ewallet,2022-09-08 07:33:00
1622,1623,3,246.0,118.08,Home and lifestyle,9.0,Ewallet,2021-06-20 06:06:00
1623,1624,3,99.0,47.52,Fashion accessories,6.0,Ewallet,2020-02-16 17:57:00
1624,1625,2,56.0,18.48,Home and lifestyle,7.0,Ewallet,2023-01-01 19:48:00
1625,1626,3,69.0,22.77,Fashion accessories,4.0,Ewallet,2022-08-27 16:59:00
1626,1627,1,63.0,22.68,Home and lifestyle,4.0,Ewallet,2020-09-09 18:39:00
1627,1628,3,192.0,92.16,Fashion accessories,8.0,Ewallet,2020-05-20 11:38:00
1628,1629,2,108.0,51.84,Home and lifestyle,4.0,Ewallet,2022-06-09 21:03:00
1629,1630,3,144.0,47.52,Fashion accessories,7.0,Ewallet,2020-02-21 11:58:00
1630,1631,2,72.0,23.76,Home and lifestyle,7.0,Ewallet,2021-10-24 08:37:00
1631,1632,2,98.0,32.34,Fashion accessories,8.0,Ewallet,2020-01-15 18:14:00
1632,1633,2,116.0,38.28,Home and lifestyle,5.0,Ewallet,2020-07-29 09:26:00
1633,1634,3,69.0,12.42,Fashion accessories,9.0,Ewallet,2020-04-11 20:01:00
1634,1635,1,47.0,22.56,Home and lifestyle,9.0,Ewallet,2023-04-09 20:10:00
1635,1636,3,111.0,53.28,Fashion accessories,6.0,Ewallet,2023-08-12 11:12:00
1636,1637,3,228.0,109.44,Home and lifestyle,6.0,Ewallet,2020-01-22 10:57:00
1637,1638,1,48.0,23.04,Fashion accessories,4.0,Ewallet,2021-03-01 20:40:00
1638,1639,2,54.0,25.92,Home and lifestyle,6.0,Ewallet,2022-08-07 16:31:00
1639,1640,3,192.0,92.16,Fashion accessories,4.0,Ewallet,2020-10-13 09:33:00
1640,1641,2,160.0,52.8,Home and lifestyle,7.0,Ewallet,2023-12-14 12:41:00
1641,1642,2,152.0,86.64,Fashion accessories,9.0,Ewallet,2021-12-31 07:01:00
1642,1643,1,29.0,13.92,Home and lifestyle,7.0,Ewallet,2023-01-10 09:25:00
1643,1644,1,17.0,5.61,Fashion accessories,8.0,Ewallet,2021-02-02 14:12:00
1644,1645,2,126.0,41.58,Home and lifestyle,8.0,Ewallet,2021-03-01 22:36:00
1645,1646,3,195.0,93.6,Fashion accessories,4.0,Ewallet,2022-06-25 15:51:00
1646,1647,1,29.0,13.92,Home and lifestyle,8.0,Ewallet,2023-10-31 09:38:00
1647,1648,3,150.0,72.0,Fashion accessories,4.0,Ewallet,2023-03-20 06:09:00
1648,1649,1,52.0,24.96,Home and lifestyle,6.0,Ewallet,2021-11-26 16:31:00
1649,1650,2,126.0,41.58,Fashion accessories,8.0,Ewallet,2023-09-22 12:12:00
1650,1651,2,74.0,35.52,Home and lifestyle,4.0,Ewallet,2021-08-28 17:17:00
1651,1652,3,102.0,33.66,Fashion accessories,9.0,Ewallet,2021-10-01 15:26:00
1652,1653,3,162.0,77.76,Home and lifestyle,6.0,Ewallet,2021-02-15 12:52:00
1653,1654,2,130.0,23.4,Fashion accessories,4.0,Ewallet,2023-08-13 08:52:00
1654,1655,2,116.0,55.68,Home and lifestyle,6.0,Ewallet,2023-06-26 19:54:00
1655,1656,1,58.0,27.84,Fashion accessories,5.0,Ewallet,2020-09-12 16:50:00
1656,1657,1,85.0,40.8,Home and lifestyle,7.0,Ewallet,2023-06-05 17:34:00
1657,1658,3,75.0,24.75,Fashion accessories,7.0,Ewallet,2021-11-14 14:29:00
1658,1659,1,26.0,8.58,Home and lifestyle,5.0,Ewallet,2021-06-08 22:06:00
1659,1660,2,56.0,26.88,Fashion accessories,4.0,Ewallet,2022-03-05 21:56:00
1660,1661,1,75.0,36.0,Home and lifestyle,7.0,Ewallet,2022-12-11 21:51:00
1661,1662,2,36.0,6.48,Fashion accessories,7.0,Ewallet,2020-02-20 09:22:00
1662,1663,1,30.0,14.4,Home and lifestyle,8.0,Ewallet,2023-04-21 10:01:00
1663,1664,2,36.0,17.28,Fashion accessories,7.0,Ewallet,2021-09-19 06:30:00
1664,1665,2,68.0,22.44,Home and lifestyle,4.0,Ewallet,2022-02-17 14:14:00
1665,1666,1,59.0,28.32,Fashion accessories,8.0,Ewallet,2023-02-09 12:45:00
1666,1667,3,108.0,51.84,Home and lifestyle,8.0,Ewallet,2020-08-28 14:37:00
1667,1668,1,45.0,21.6,Fashion accessories,6.0,Ewallet,2022-06-28 13:22:00
1668,1669,1,23.0,11.04,Home and lifestyle,7.0,Credit card,2022-04-26 18:42:00
1669,1670,2,38.0,6.84,Fashion accessories,4.0,Ewallet,2020-02-10 12:30:00
1670,1671,2,42.0,20.16,Home and lifestyle,5.0,Ewallet,2022-02-22 15:26:00
1671,1672,3,159.0,76.32,Fashion accessories,6.0,Ewallet,2022-06-08 17:13:00
1672,1673,1,30.0,14.4,Home and lifestyle,7.0,Ewallet,2023-02-28 19:19:00
1673,1674,3,141.0,46.53,Fashion accessories,5.0,Ewallet,2020-12-20 09:36:00
1674,1675,1,20.0,6.6,Home and lifestyle,6.0,Ewallet,2023-11-14 18:37:00
1675,1676,3,72.0,34.56,Fashion accessories,9.0,Ewallet,2023-08-17 06:17:00
1676,1677,2,98.0,32.34,Home and lifestyle,8.0,Ewallet,2023-09-22 10:18:00
1677,1678,3,75.0,36.0,Fashion accessories,8.0,Ewallet,2021-06-12 20:35:00
1678,1679,1,80.0,28.8,Home and lifestyle,8.0,Ewallet,2022-07-10 19:11:00
1679,1680,3,69.0,22.77,Fashion accessories,5.0,Ewallet,2020-04-09 09:18:00
1680,1681,1,18.0,8.64,Home and lifestyle,4.0,Ewallet,2022-06-07 11:04:00
1681,1682,2,132.0,43.56,Fashion accessories,8.0,Ewallet,2020-10-26 07:05:00
1682,1683,2,70.0,33.6,Home and lifestyle,6.0,Ewallet,2020-02-08 19:02:00
1683,1684,3,243.0,80.19,Fashion accessories,5.0,Ewallet,2023-11-28 11:06:00
1684,1685,3,210.0,100.8,Home and lifestyle,8.0,Ewallet,2021-10-19 16:05:00
1685,1686,3,72.0,34.56,Fashion accessories,8.0,Ewallet,2022-10-24 11:48:00
1686,1687,1,77.0,36.96,Home and lifestyle,7.0,Ewallet,2023-08-25 22:06:00
1687,1688,3,144.0,47.52,Fashion accessories,9.0,Ewallet,2023-02-13 12:28:00
1688,1689,2,66.0,21.78,Home and lifestyle,7.0,Ewallet,2023-03-03 18:38:00
1689,1690,3,177.0,84.96,Fashion accessories,5.0,Ewallet,2023-12-12 21:15:00
1690,1691,1,84.0,27.72,Home and lifestyle,9.0,Ewallet,2022-03-17 18:24:00
1691,1692,1,58.0,19.14,Fashion accessories,6.0,Ewallet,2021-06-21 17:12:00
1692,1693,3,177.0,63.72,Home and lifestyle,5.0,Ewallet,2023-02-07 09:59:00
1693,1694,2,108.0,35.64,Fashion accessories,9.0,Ewallet,2020-08-05 17:17:00
1694,1695,2,170.0,56.1,Home and lifestyle,8.0,Ewallet,2022-03-19 15:10:00
1695,1696,1,85.0,28.05,Fashion accessories,8.0,Ewallet,2020-07-28 20:12:00
1696,1697,3,174.0,99.18,Home and lifestyle,7.0,Ewallet,2020-09-15 13:34:00
1697,1698,1,47.0,22.56,Fashion accessories,5.0,Ewallet,2021-10-25 06:38:00
1698,1699,1,19.0,10.83,Home and lifestyle,6.0,Ewallet,2022-02-12 13:30:00
1699,1700,3,210.0,100.8,Fashion accessories,9.0,Ewallet,2021-11-18 10:19:00
1700,1701,3,72.0,34.56,Home and lifestyle,4.0,Ewallet,2023-11-06 17:37:00
1701,1702,1,47.0,22.56,Fashion accessories,7.0,Ewallet,2023-07-29 19:01:00
1702,1703,2,84.0,40.32,Home and lifestyle,6.0,Ewallet,2021-04-06 22:44:00
1703,1704,1,17.0,8.16,Fashion accessories,4.0,Ewallet,2023-03-01 17:20:00
1704,1705,3,231.0,110.88,Home and lifestyle,9.0,Ewallet,2023-11-25 13:36:00
1705,1706,2,88.0,31.68,Fashion accessories,9.0,Ewallet,2023-04-14 11:28:00
1706,1707,3,201.0,66.33,Home and lifestyle,6.0,Ewallet,2023-10-19 16:14:00
1707,1708,1,34.0,16.32,Fashion accessories,8.0,Ewallet,2022-11-14 16:55:00
1708,1709,1,78.0,25.74,Home and lifestyle,5.0,Ewallet,2023-08-13 19:51:00
1709,1710,1,25.0,12.0,Fashion accessories,9.0,Ewallet,2021-01-14 14:57:00
1710,1711,1,49.0,23.52,Home and lifestyle,7.0,Ewallet,2022-05-30 15:03:00
1711,1712,2,104.0,34.32,Fashion accessories,4.0,Ewallet,2022-11-04 20:10:00
1712,1713,1,73.0,24.09,Home and lifestyle,8.0,Ewallet,2023-08-16 13:05:00
1713,1714,2,52.0,24.96,Fashion accessories,5.0,Ewallet,2022-05-17 22:40:00
1714,1715,2,104.0,49.92,Home and lifestyle,6.0,Ewallet,2021-01-26 08:14:00
1715,1716,3,117.0,56.16,Fashion accessories,6.0,Ewallet,2023-03-28 17:08:00
1716,1717,3,150.0,72.0,Home and lifestyle,6.0,Ewallet,2023-09-21 06:35:00
1717,1718,3,111.0,53.28,Fashion accessories,7.0,Ewallet,2022-09-08 17:27:00
1718,1719,3,177.0,58.41,Home and lifestyle,9.0,Ewallet,2023-07-02 09:24:00
1719,1720,2,106.0,34.98,Fashion accessories,7.0,Ewallet,2020-07-02 12:54:00
1720,1721,3,192.0,92.16,Home and lifestyle,7.0,Ewallet,2021-04-17 13:53:00
1721,1722,3,177.0,84.96,Fashion accessories,9.0,Ewallet,2020-09-04 12:28:00
1722,1723,1,68.0,12.24,Home and lifestyle,5.0,Ewallet,2020-02-15 11:16:00
1723,1724,2,110.0,36.3,Fashion accessories,7.0,Ewallet,2022-05-14 21:50:00
1724,1725,2,78.0,14.04,Home and lifestyle,6.0,Ewallet,2023-03-22 14:52:00
1725,1726,1,82.0,27.06,Fashion accessories,8.0,Ewallet,2022-03-22 17:06:00
1726,1727,3,183.0,60.39,Home and lifestyle,8.0,Ewallet,2022-12-30 21:45:00
1727,1728,3,84.0,40.32,Fashion accessories,9.0,Ewallet,2023-07-04 18:34:00
1728,1729,1,61.0,29.28,Home and lifestyle,4.0,Ewallet,2021-02-11 16:54:00
1729,1730,1,84.0,40.32,Fashion accessories,9.0,Ewallet,2021-04-21 21:52:00
1730,1731,1,58.0,27.84,Home and lifestyle,8.0,Ewallet,2021-12-20 13:57:00
1731,1732,1,41.0,19.68,Fashion accessories,4.0,Ewallet,2022-04-01 11:04:00
1732,1733,1,20.0,11.4,Home and lifestyle,5.0,Ewallet,2020-10-15 21:37:00
1733,1734,1,31.0,14.88,Fashion accessories,4.0,Ewallet,2023-06-08 20:37:00
1734,1735,2,170.0,81.6,Home and lifestyle,8.0,Credit card,2022-10-03 08:19:00
1735,1736,1,54.0,19.44,Fashion accessories,5.0,Ewallet,2021-10-14 07:43:00
1736,1737,3,60.0,19.8,Home and lifestyle,4.0,Ewallet,2020-05-23 15:22:00
1737,1738,3,129.0,42.57,Fashion accessories,6.0,Ewallet,2020-11-27 06:05:00
1738,1739,1,54.0,17.82,Home and lifestyle,7.0,Ewallet,2022-10-10 22:03:00
1739,1740,3,153.0,50.49,Fashion accessories,7.0,Ewallet,2022-10-09 18:02:00
1740,1741,3,135.0,64.8,Home and lifestyle,9.0,Ewallet,2021-08-11 09:06:00
1741,1742,1,40.0,19.2,Fashion accessories,6.0,Ewallet,2023-01-19 12:07:00
1742,1743,2,58.0,19.14,Home and lifestyle,8.0,Ewallet,2023-01-05 16:14:00
1743,1744,2,126.0,41.58,Fashion accessories,7.0,Ewallet,2021-12-09 14:20:00
1744,1745,1,41.0,19.68,Home and lifestyle,9.0,Ewallet,2021-08-10 13:54:00
1745,1746,2,134.0,64.32,Fashion accessories,8.0,Ewallet,2023-02-09 21:00:00
1746,1747,3,222.0,106.56,Home and lifestyle,5.0,Ewallet,2022-08-16 18:53:00
1747,1748,2,104.0,49.92,Fashion accessories,9.0,Ewallet,2021-05-03 08:59:00
1748,1749,1,57.0,18.81,Home and lifestyle,9.0,Ewallet,2020-09-17 14:27:00
1749,1750,3,90.0,51.3,Fashion accessories,9.0,Ewallet,2020-07-27 13:12:00
1750,1751,3,222.0,73.26,Home and lifestyle,4.0,Ewallet,2021-11-05 19:28:00
1751,1752,1,76.0,25.08,Fashion accessories,9.0,Ewallet,2023-08-08 06:21:00
1752,1753,3,141.0,80.37,Home and lifestyle,8.0,Ewallet,2020-10-06 06:54:00
1753,1754,3,78.0,25.74,Fashion accessories,9.0,Ewallet,2023-02-27 06:04:00
1754,1755,1,25.0,12.0,Home and lifestyle,9.0,Ewallet,2022-05-22 08:37:00
1755,1756,1,73.0,35.04,Fashion accessories,9.0,Ewallet,2020-05-05 16:07:00
1756,1757,1,28.0,9.24,Home and lifestyle,4.0,Ewallet,2021-12-16 12:03:00
1757,1758,1,59.0,19.47,Fashion accessories,8.0,Ewallet,2021-02-16 09:16:00
1758,1759,2,136.0,65.28,Home and lifestyle,8.0,Ewallet,2022-01-18 11:38:00
1759,1760,3,105.0,34.65,Fashion accessories,4.0,Ewallet,2021-04-13 07:30:00
1760,1761,3,114.0,37.62,Home and lifestyle,8.0,Ewallet,2022-06-03 08:05:00
1761,1762,2,50.0,16.5,Fashion accessories,6.0,Ewallet,2021-11-23 11:26:00
1762,1763,2,94.0,45.12,Home and lifestyle,4.0,Ewallet,2021-07-12 14:18:00
1763,1764,2,68.0,22.44,Fashion accessories,6.0,Ewallet,2022-10-18 19:54:00
1764,1765,2,140.0,46.2,Home and lifestyle,4.0,Ewallet,2020-04-14 10:23:00
1765,1766,2,150.0,49.5,Fashion accessories,8.0,Ewallet,2020-02-28 09:19:00
1766,1767,1,57.0,18.81,Home and lifestyle,6.0,Ewallet,2020-01-30 14:17:00
1767,1768,1,83.0,14.94,Fashion accessories,6.0,Ewallet,2020-12-08 21:26:00
1768,1769,1,21.0,10.08,Home and lifestyle,4.0,Ewallet,2021-03-04 13:31:00
1769,1770,2,122.0,58.56,Fashion accessories,9.0,Ewallet,2023-11-29 20:59:00
1770,1771,2,76.0,36.48,Home and lifestyle,7.0,Ewallet,2023-02-02 13:11:00
1771,1772,2,144.0,82.08,Fashion accessories,8.0,Ewallet,2021-01-29 08:40:00
1772,1773,3,201.0,96.48,Home and lifestyle,7.0,Ewallet,2023-06-14 17:10:00
1773,1774,3,231.0,76.23,Fashion accessories,7.0,Ewallet,2021-12-06 07:07:00
1774,1775,3,96.0,46.08,Home and lifestyle,6.0,Ewallet,2020-04-01 16:10:00
1775,1776,3,252.0,83.16,Fashion accessories,8.0,Ewallet,2021-02-24 13:58:00
1776,1777,3,219.0,105.12,Home and lifestyle,7.0,Ewallet,2021-07-30 21:22:00
1777,1778,3,213.0,70.29,Fashion accessories,5.0,Ewallet,2021-12-29 17:31:00
1778,1779,1,42.0,20.16,Home and lifestyle,6.0,Ewallet,2023-04-02 13:13:00
1779,1780,2,110.0,52.8,Fashion accessories,9.0,Ewallet,2020-08-26 09:16:00
1780,1781,1,68.0,32.64,Home and lifestyle,7.0,Ewallet,2021-12-10 18:50:00
1781,1782,2,80.0,26.4,Fashion accessories,6.0,Ewallet,2020-10-03 20:08:00
1782,1783,3,216.0,103.68,Home and lifestyle,6.0,Ewallet,2022-10-31 21:50:00
1783,1784,1,53.0,25.44,Fashion accessories,7.0,Ewallet,2020-11-30 09:30:00
1784,1785,3,48.0,23.04,Home and lifestyle,5.0,Ewallet,2023-05-23 06:16:00
1785,1786,1,29.0,5.22,Fashion accessories,6.0,Ewallet,2020-01-27 14:50:00
1786,1787,1,24.0,7.92,Home and lifestyle,7.0,Ewallet,2023-03-14 17:14:00
1787,1788,1,43.0,7.74,Fashion accessories,8.0,Ewallet,2023-10-30 12:15:00
1788,1789,3,225.0,108.0,Home and lifestyle,8.0,Ewallet,2020-03-25 07:45:00
1789,1790,2,118.0,56.64,Fashion accessories,8.0,Ewallet,2020-05-25 22:58:00
1790,1791,1,28.0,13.44,Home and lifestyle,8.0,Ewallet,2021-11-25 18:20:00
